data;tipoCombustivel;precoMedio
"2015-03-31";"Gasóleo simples";"1,1900 €"
"2015-04-20";"Gasóleo simples";"1,1390 €"
"2015-04-21";"Gasóleo simples";"1,1620 €"
"2015-04-22";"Gasóleo simples";"1,1620 €"
"2015-04-23";"Gasóleo simples";"1,1620 €"
"2015-04-24";"Gasóleo simples";"1,1620 €"
"2015-04-25";"Gasóleo simples";"1,1620 €"
"2015-04-26";"Gasóleo simples";"1,1620 €"
"2015-04-27";"Gasóleo simples";"1,1620 €"
"2015-04-28";"Gasóleo simples";"1,1720 €"
"2015-04-29";"Gasóleo simples";"1,1720 €"
"2015-04-30";"Gasóleo simples";"1,1720 €"
"2015-05-01";"Gasóleo simples";"1,1720 €"
"2015-05-02";"Gasóleo simples";"1,1720 €"
"2015-05-03";"Gasóleo simples";"1,1720 €"
"2015-05-04";"Gasóleo simples";"1,1801 €"
"2015-05-05";"Gasóleo simples";"1,1801 €"
"2015-05-06";"Gasóleo simples";"1,1801 €"
"2015-05-07";"Gasóleo simples";"1,1801 €"
"2015-05-08";"Gasóleo simples";"1,1801 €"
"2015-05-09";"Gasóleo simples";"1,1801 €"
"2015-05-10";"Gasóleo simples";"1,1801 €"
"2015-05-11";"Gasóleo simples";"1,1817 €"
"2015-05-12";"Gasóleo simples";"1,1849 €"
"2015-05-13";"Gasóleo simples";"1,1849 €"
"2015-05-14";"Gasóleo simples";"1,1849 €"
"2015-05-15";"Gasóleo simples";"1,1849 €"
"2015-05-16";"Gasóleo simples";"1,1849 €"
"2015-05-17";"Gasóleo simples";"1,1849 €"
"2015-05-18";"Gasóleo simples";"1,1825 €"
"2015-05-19";"Gasóleo simples";"1,1825 €"
"2015-05-20";"Gasóleo simples";"1,1825 €"
"2015-05-21";"Gasóleo simples";"1,1875 €"
"2015-05-22";"Gasóleo simples";"1,1875 €"
"2015-05-23";"Gasóleo simples";"1,1875 €"
"2015-05-24";"Gasóleo simples";"1,1875 €"
"2015-05-25";"Gasóleo simples";"1,1875 €"
"2015-05-26";"Gasóleo simples";"1,1870 €"
"2015-05-27";"Gasóleo simples";"1,1870 €"
"2015-05-28";"Gasóleo simples";"1,1870 €"
"2015-05-29";"Gasóleo simples";"1,1870 €"
"2015-05-30";"Gasóleo simples";"1,1870 €"
"2015-05-31";"Gasóleo simples";"1,1870 €"
"2015-06-01";"Gasóleo simples";"1,2484 €"
"2015-06-02";"Gasóleo simples";"1,2461 €"
"2015-06-03";"Gasóleo simples";"1,2457 €"
"2015-06-04";"Gasóleo simples";"1,2459 €"
"2015-06-05";"Gasóleo simples";"1,2436 €"
"2015-06-06";"Gasóleo simples";"1,2393 €"
"2015-06-07";"Gasóleo simples";"1,2396 €"
"2015-06-08";"Gasóleo simples";"1,2416 €"
"2015-06-09";"Gasóleo simples";"1,2386 €"
"2015-06-10";"Gasóleo simples";"1,2382 €"
"2015-06-11";"Gasóleo simples";"1,2380 €"
"2015-06-12";"Gasóleo simples";"1,2359 €"
"2015-06-13";"Gasóleo simples";"1,2319 €"
"2015-06-14";"Gasóleo simples";"1,2321 €"
"2015-06-15";"Gasóleo simples";"1,2364 €"
"2015-06-16";"Gasóleo simples";"1,2379 €"
"2015-06-17";"Gasóleo simples";"1,2376 €"
"2015-06-18";"Gasóleo simples";"1,2373 €"
"2015-06-19";"Gasóleo simples";"1,2364 €"
"2015-06-20";"Gasóleo simples";"1,2321 €"
"2015-06-21";"Gasóleo simples";"1,2324 €"
"2015-06-22";"Gasóleo simples";"1,2356 €"
"2015-06-23";"Gasóleo simples";"1,2303 €"
"2015-06-24";"Gasóleo simples";"1,2299 €"
"2015-06-25";"Gasóleo simples";"1,2391 €"
"2015-06-26";"Gasóleo simples";"1,2381 €"
"2015-06-27";"Gasóleo simples";"1,2332 €"
"2015-06-28";"Gasóleo simples";"1,2336 €"
"2015-06-29";"Gasóleo simples";"1,2384 €"
"2015-06-30";"Gasóleo simples";"1,2368 €"
"2015-07-01";"Gasóleo simples";"1,2348 €"
"2015-07-02";"Gasóleo simples";"1,2347 €"
"2015-07-03";"Gasóleo simples";"1,2341 €"
"2015-07-04";"Gasóleo simples";"1,2294 €"
"2015-07-05";"Gasóleo simples";"1,2298 €"
"2015-07-06";"Gasóleo simples";"1,2347 €"
"2015-07-07";"Gasóleo simples";"1,2327 €"
"2015-07-08";"Gasóleo simples";"1,2324 €"
"2015-07-09";"Gasóleo simples";"1,2323 €"
"2015-07-10";"Gasóleo simples";"1,2316 €"
"2015-07-11";"Gasóleo simples";"1,2259 €"
"2015-07-12";"Gasóleo simples";"1,2261 €"
"2015-07-13";"Gasóleo simples";"1,2176 €"
"2015-07-14";"Gasóleo simples";"1,2076 €"
"2015-07-15";"Gasóleo simples";"1,2070 €"
"2015-07-16";"Gasóleo simples";"1,2069 €"
"2015-07-17";"Gasóleo simples";"1,2062 €"
"2015-07-18";"Gasóleo simples";"1,2017 €"
"2015-07-19";"Gasóleo simples";"1,2019 €"
"2015-07-20";"Gasóleo simples";"1,2078 €"
"2015-07-21";"Gasóleo simples";"1,2074 €"
"2015-07-22";"Gasóleo simples";"1,2071 €"
"2015-07-23";"Gasóleo simples";"1,2070 €"
"2015-07-24";"Gasóleo simples";"1,2063 €"
"2015-07-25";"Gasóleo simples";"1,2016 €"
"2015-07-26";"Gasóleo simples";"1,2019 €"
"2015-07-27";"Gasóleo simples";"1,2038 €"
"2015-07-28";"Gasóleo simples";"1,1970 €"
"2015-07-29";"Gasóleo simples";"1,1961 €"
"2015-07-30";"Gasóleo simples";"1,1960 €"
"2015-07-31";"Gasóleo simples";"1,1981 €"
"2015-08-01";"Gasóleo simples";"1,1926 €"
"2015-08-02";"Gasóleo simples";"1,1929 €"
"2015-08-03";"Gasóleo simples";"1,1901 €"
"2015-08-04";"Gasóleo simples";"1,1829 €"
"2015-08-05";"Gasóleo simples";"1,1800 €"
"2015-08-06";"Gasóleo simples";"1,1789 €"
"2015-08-07";"Gasóleo simples";"1,1781 €"
"2015-08-08";"Gasóleo simples";"1,1726 €"
"2015-08-09";"Gasóleo simples";"1,1729 €"
"2015-08-10";"Gasóleo simples";"1,1708 €"
"2015-08-11";"Gasóleo simples";"1,1632 €"
"2015-08-12";"Gasóleo simples";"1,1613 €"
"2015-08-13";"Gasóleo simples";"1,1609 €"
"2015-08-14";"Gasóleo simples";"1,1592 €"
"2015-08-15";"Gasóleo simples";"1,1538 €"
"2015-08-16";"Gasóleo simples";"1,1541 €"
"2015-08-17";"Gasóleo simples";"1,1595 €"
"2015-08-18";"Gasóleo simples";"1,1590 €"
"2015-08-19";"Gasóleo simples";"1,1586 €"
"2015-08-20";"Gasóleo simples";"1,1586 €"
"2015-08-21";"Gasóleo simples";"1,1578 €"
"2015-08-22";"Gasóleo simples";"1,1525 €"
"2015-08-23";"Gasóleo simples";"1,1528 €"
"2015-08-24";"Gasóleo simples";"1,1546 €"
"2015-08-25";"Gasóleo simples";"1,1473 €"
"2015-08-26";"Gasóleo simples";"1,1468 €"
"2015-08-27";"Gasóleo simples";"1,1467 €"
"2015-08-28";"Gasóleo simples";"1,1460 €"
"2015-08-29";"Gasóleo simples";"1,1406 €"
"2015-08-30";"Gasóleo simples";"1,1407 €"
"2015-08-31";"Gasóleo simples";"1,1290 €"
"2015-09-01";"Gasóleo simples";"1,1192 €"
"2015-09-02";"Gasóleo simples";"1,1181 €"
"2015-09-03";"Gasóleo simples";"1,1178 €"
"2015-09-04";"Gasóleo simples";"0,0000 €"
"2015-09-05";"Gasóleo simples";"0,0000 €"
"2015-09-06";"Gasóleo simples";"0,0000 €"
"2015-09-07";"Gasóleo simples";"0,0000 €"
"2015-09-08";"Gasóleo simples";"0,0000 €"
"2015-09-09";"Gasóleo simples";"0,0000 €"
"2015-09-10";"Gasóleo simples";"0,0000 €"
"2015-09-11";"Gasóleo simples";"0,0000 €"
"2015-09-12";"Gasóleo simples";"0,0000 €"
"2015-09-13";"Gasóleo simples";"0,0000 €"
"2015-09-14";"Gasóleo simples";"0,0000 €"
"2015-09-15";"Gasóleo simples";"0,0000 €"
"2015-09-16";"Gasóleo simples";"0,0000 €"
"2015-09-17";"Gasóleo simples";"0,0000 €"
"2015-09-18";"Gasóleo simples";"0,0000 €"
"2015-09-19";"Gasóleo simples";"0,0000 €"
"2015-09-20";"Gasóleo simples";"0,0000 €"
"2015-09-21";"Gasóleo simples";"0,0000 €"
"2015-09-22";"Gasóleo simples";"0,0000 €"
"2015-09-23";"Gasóleo simples";"1,1319 €"
"2015-09-24";"Gasóleo simples";"1,1317 €"
"2015-09-25";"Gasóleo simples";"1,1307 €"
"2015-09-26";"Gasóleo simples";"1,1254 €"
"2015-09-27";"Gasóleo simples";"1,1259 €"
"2015-09-28";"Gasóleo simples";"1,1365 €"
"2015-09-29";"Gasóleo simples";"1,1406 €"
"2015-09-30";"Gasóleo simples";"1,1405 €"
"2015-10-01";"Gasóleo simples";"1,1405 €"
"2015-10-02";"Gasóleo simples";"1,1396 €"
"2015-10-03";"Gasóleo simples";"1,1343 €"
"2015-10-04";"Gasóleo simples";"1,1348 €"
"2015-10-05";"Gasóleo simples";"1,1388 €"
"2015-10-06";"Gasóleo simples";"1,1369 €"
"2015-10-07";"Gasóleo simples";"1,1365 €"
"2015-10-08";"Gasóleo simples";"1,1365 €"
"2015-10-09";"Gasóleo simples";"1,1362 €"
"2015-10-10";"Gasóleo simples";"1,1285 €"
"2015-10-11";"Gasóleo simples";"1,1292 €"
"2015-10-12";"Gasóleo simples";"1,1425 €"
"2015-10-13";"Gasóleo simples";"1,1487 €"
"2015-10-14";"Gasóleo simples";"1,1488 €"
"2015-10-15";"Gasóleo simples";"1,1490 €"
"2015-10-16";"Gasóleo simples";"1,1485 €"
"2015-10-17";"Gasóleo simples";"1,1433 €"
"2015-10-18";"Gasóleo simples";"1,1435 €"
"2015-10-19";"Gasóleo simples";"1,1376 €"
"2015-10-20";"Gasóleo simples";"1,1242 €"
"2015-10-21";"Gasóleo simples";"1,1232 €"
"2015-10-22";"Gasóleo simples";"1,1230 €"
"2015-10-23";"Gasóleo simples";"1,1222 €"
"2015-10-24";"Gasóleo simples";"1,1164 €"
"2015-10-25";"Gasóleo simples";"1,1191 €"
"2015-10-26";"Gasóleo simples";"1,1203 €"
"2015-10-27";"Gasóleo simples";"1,1178 €"
"2015-10-28";"Gasóleo simples";"1,1171 €"
"2015-10-29";"Gasóleo simples";"1,1170 €"
"2015-10-30";"Gasóleo simples";"1,1142 €"
"2015-10-31";"Gasóleo simples";"1,1089 €"
"2015-11-01";"Gasóleo simples";"1,1096 €"
"2015-11-02";"Gasóleo simples";"1,1221 €"
"2015-11-03";"Gasóleo simples";"1,1303 €"
"2015-11-04";"Gasóleo simples";"1,1307 €"
"2015-11-05";"Gasóleo simples";"1,1307 €"
"2015-11-06";"Gasóleo simples";"1,1299 €"
"2015-11-07";"Gasóleo simples";"1,1248 €"
"2015-11-08";"Gasóleo simples";"1,1254 €"
"2015-11-09";"Gasóleo simples";"1,1381 €"
"2015-11-10";"Gasóleo simples";"1,1436 €"
"2015-11-11";"Gasóleo simples";"1,1439 €"
"2015-11-12";"Gasóleo simples";"1,1440 €"
"2015-11-13";"Gasóleo simples";"1,1433 €"
"2015-11-14";"Gasóleo simples";"1,1382 €"
"2015-11-15";"Gasóleo simples";"1,1385 €"
"2015-11-16";"Gasóleo simples";"1,1405 €"
"2015-11-17";"Gasóleo simples";"1,1375 €"
"2015-11-18";"Gasóleo simples";"1,1369 €"
"2015-11-19";"Gasóleo simples";"1,1368 €"
"2015-11-20";"Gasóleo simples";"1,1360 €"
"2015-11-21";"Gasóleo simples";"1,1308 €"
"2015-11-22";"Gasóleo simples";"1,1313 €"
"2015-11-23";"Gasóleo simples";"1,1293 €"
"2015-11-24";"Gasóleo simples";"1,1247 €"
"2015-11-25";"Gasóleo simples";"1,1242 €"
"2015-11-26";"Gasóleo simples";"1,1242 €"
"2015-11-27";"Gasóleo simples";"1,1213 €"
"2015-11-28";"Gasóleo simples";"1,1160 €"
"2015-11-29";"Gasóleo simples";"1,1165 €"
"2015-11-30";"Gasóleo simples";"1,1252 €"
"2015-12-01";"Gasóleo simples";"1,1284 €"
"2015-12-02";"Gasóleo simples";"1,1280 €"
"2015-12-03";"Gasóleo simples";"1,1280 €"
"2015-12-04";"Gasóleo simples";"1,1270 €"
"2015-12-05";"Gasóleo simples";"1,1216 €"
"2015-12-06";"Gasóleo simples";"1,1220 €"
"2015-12-07";"Gasóleo simples";"1,1190 €"
"2015-12-08";"Gasóleo simples";"1,1085 €"
"2015-12-09";"Gasóleo simples";"1,1024 €"
"2015-12-10";"Gasóleo simples";"1,1019 €"
"2015-12-11";"Gasóleo simples";"1,1008 €"
"2015-12-12";"Gasóleo simples";"1,0952 €"
"2015-12-13";"Gasóleo simples";"1,0954 €"
"2015-12-14";"Gasóleo simples";"1,0766 €"
"2015-12-15";"Gasóleo simples";"1,0672 €"
"2015-12-16";"Gasóleo simples";"1,0645 €"
"2015-12-17";"Gasóleo simples";"1,0642 €"
"2015-12-18";"Gasóleo simples";"1,0601 €"
"2015-12-19";"Gasóleo simples";"1,0546 €"
"2015-12-20";"Gasóleo simples";"1,0546 €"
"2015-12-21";"Gasóleo simples";"1,0397 €"
"2015-12-22";"Gasóleo simples";"1,0318 €"
"2015-12-23";"Gasóleo simples";"1,0311 €"
"2015-12-24";"Gasóleo simples";"1,0307 €"
"2015-12-25";"Gasóleo simples";"1,0300 €"
"2015-12-26";"Gasóleo simples";"1,0246 €"
"2015-12-27";"Gasóleo simples";"1,0250 €"
"2015-12-28";"Gasóleo simples";"1,0319 €"
"2015-12-29";"Gasóleo simples";"1,0318 €"
"2015-12-30";"Gasóleo simples";"1,0305 €"
"2015-12-31";"Gasóleo simples";"1,0313 €"
"2016-01-01";"Gasóleo simples";"1,0314 €"
"2016-01-02";"Gasóleo simples";"1,0262 €"
"2016-01-03";"Gasóleo simples";"1,0266 €"
"2016-01-04";"Gasóleo simples";"1,0343 €"
"2016-01-05";"Gasóleo simples";"1,0369 €"
"2016-01-06";"Gasóleo simples";"1,0367 €"
"2016-01-07";"Gasóleo simples";"1,0370 €"
"2016-01-08";"Gasóleo simples";"1,0364 €"
"2016-01-09";"Gasóleo simples";"1,0310 €"
"2016-01-10";"Gasóleo simples";"1,0315 €"
"2016-01-11";"Gasóleo simples";"1,0326 €"
"2016-01-12";"Gasóleo simples";"1,0299 €"
"2016-01-13";"Gasóleo simples";"1,0295 €"
"2016-01-14";"Gasóleo simples";"1,0294 €"
"2016-01-15";"Gasóleo simples";"1,0283 €"
"2016-01-16";"Gasóleo simples";"1,0224 €"
"2016-01-17";"Gasóleo simples";"1,0224 €"
"2016-01-18";"Gasóleo simples";"1,0117 €"
"2016-01-19";"Gasóleo simples";"0,9860 €"
"2016-01-20";"Gasóleo simples";"0,9843 €"
"2016-01-21";"Gasóleo simples";"0,9826 €"
"2016-01-22";"Gasóleo simples";"0,9827 €"
"2016-01-23";"Gasóleo simples";"0,9784 €"
"2016-01-24";"Gasóleo simples";"0,9782 €"
"2016-01-25";"Gasóleo simples";"0,9755 €"
"2016-01-26";"Gasóleo simples";"0,9685 €"
"2016-01-27";"Gasóleo simples";"0,9669 €"
"2016-01-28";"Gasóleo simples";"0,9645 €"
"2016-01-29";"Gasóleo simples";"0,9633 €"
"2016-01-30";"Gasóleo simples";"0,9603 €"
"2016-01-31";"Gasóleo simples";"0,9588 €"
"2016-02-01";"Gasóleo simples";"0,9707 €"
"2016-02-02";"Gasóleo simples";"0,9782 €"
"2016-02-03";"Gasóleo simples";"0,9783 €"
"2016-02-04";"Gasóleo simples";"0,9806 €"
"2016-02-05";"Gasóleo simples";"0,9805 €"
"2016-02-06";"Gasóleo simples";"0,9769 €"
"2016-02-07";"Gasóleo simples";"0,9771 €"
"2016-02-08";"Gasóleo simples";"0,9847 €"
"2016-02-09";"Gasóleo simples";"0,9884 €"
"2016-02-10";"Gasóleo simples";"0,9885 €"
"2016-02-11";"Gasóleo simples";"0,9858 €"
"2016-02-12";"Gasóleo simples";"0,9982 €"
"2016-02-13";"Gasóleo simples";"1,0370 €"
"2016-02-14";"Gasóleo simples";"1,0376 €"
"2016-02-15";"Gasóleo simples";"1,0251 €"
"2016-02-16";"Gasóleo simples";"1,0261 €"
"2016-02-17";"Gasóleo simples";"1,0258 €"
"2016-02-18";"Gasóleo simples";"1,0260 €"
"2016-02-19";"Gasóleo simples";"1,0261 €"
"2016-02-20";"Gasóleo simples";"1,0231 €"
"2016-02-21";"Gasóleo simples";"1,0233 €"
"2016-02-22";"Gasóleo simples";"1,0367 €"
"2016-02-23";"Gasóleo simples";"1,0447 €"
"2016-02-24";"Gasóleo simples";"1,0450 €"
"2016-02-25";"Gasóleo simples";"1,0502 €"
"2016-02-26";"Gasóleo simples";"1,0500 €"
"2016-02-27";"Gasóleo simples";"1,0464 €"
"2016-02-28";"Gasóleo simples";"1,0464 €"
"2016-02-29";"Gasóleo simples";"1,0493 €"
"2016-03-01";"Gasóleo simples";"1,0499 €"
"2016-03-02";"Gasóleo simples";"1,0502 €"
"2016-03-03";"Gasóleo simples";"1,0504 €"
"2016-03-04";"Gasóleo simples";"1,0501 €"
"2016-03-05";"Gasóleo simples";"1,0467 €"
"2016-03-06";"Gasóleo simples";"1,0469 €"
"2016-03-07";"Gasóleo simples";"1,0596 €"
"2016-03-08";"Gasóleo simples";"1,0673 €"
"2016-03-09";"Gasóleo simples";"1,0686 €"
"2016-03-10";"Gasóleo simples";"1,0693 €"
"2016-03-11";"Gasóleo simples";"1,0691 €"
"2016-03-12";"Gasóleo simples";"1,0657 €"
"2016-03-13";"Gasóleo simples";"1,0659 €"
"2016-03-14";"Gasóleo simples";"1,0819 €"
"2016-03-15";"Gasóleo simples";"1,0914 €"
"2016-03-16";"Gasóleo simples";"1,0946 €"
"2016-03-17";"Gasóleo simples";"1,0949 €"
"2016-03-18";"Gasóleo simples";"1,0938 €"
"2016-03-19";"Gasóleo simples";"1,0910 €"
"2016-03-20";"Gasóleo simples";"1,0908 €"
"2016-03-21";"Gasóleo simples";"1,0941 €"
"2016-03-22";"Gasóleo simples";"1,0944 €"
"2016-03-23";"Gasóleo simples";"1,0942 €"
"2016-03-24";"Gasóleo simples";"1,0936 €"
"2016-03-25";"Gasóleo simples";"1,0930 €"
"2016-03-26";"Gasóleo simples";"1,0904 €"
"2016-03-27";"Gasóleo simples";"1,0905 €"
"2016-03-28";"Gasóleo simples";"1,0942 €"
"2016-03-29";"Gasóleo simples";"1,0976 €"
"2016-03-30";"Gasóleo simples";"1,0979 €"
"2016-03-31";"Gasóleo simples";"1,0979 €"
"2016-04-01";"Gasóleo simples";"1,0976 €"
"2016-04-02";"Gasóleo simples";"1,0950 €"
"2016-04-03";"Gasóleo simples";"1,1011 €"
"2016-04-04";"Gasóleo simples";"1,0992 €"
"2016-04-05";"Gasóleo simples";"1,0924 €"
"2016-04-06";"Gasóleo simples";"1,0898 €"
"2016-04-07";"Gasóleo simples";"1,0891 €"
"2016-04-08";"Gasóleo simples";"1,0873 €"
"2016-04-09";"Gasóleo simples";"1,0843 €"
"2016-04-10";"Gasóleo simples";"1,0844 €"
"2016-04-11";"Gasóleo simples";"1,0820 €"
"2016-04-12";"Gasóleo simples";"1,0758 €"
"2016-04-13";"Gasóleo simples";"1,0734 €"
"2016-04-14";"Gasóleo simples";"1,0730 €"
"2016-04-15";"Gasóleo simples";"1,0724 €"
"2016-04-16";"Gasóleo simples";"1,0693 €"
"2016-04-17";"Gasóleo simples";"1,0697 €"
"2016-04-18";"Gasóleo simples";"1,0956 €"
"2016-04-19";"Gasóleo simples";"1,1053 €"
"2016-04-20";"Gasóleo simples";"1,1055 €"
"2016-04-21";"Gasóleo simples";"1,1059 €"
"2016-04-22";"Gasóleo simples";"1,1049 €"
"2016-04-23";"Gasóleo simples";"1,1020 €"
"2016-04-24";"Gasóleo simples";"1,1021 €"
"2016-04-25";"Gasóleo simples";"1,1040 €"
"2016-04-26";"Gasóleo simples";"1,1080 €"
"2016-04-27";"Gasóleo simples";"1,1108 €"
"2016-04-28";"Gasóleo simples";"1,1113 €"
"2016-04-29";"Gasóleo simples";"1,1113 €"
"2016-04-30";"Gasóleo simples";"1,1080 €"
"2016-05-01";"Gasóleo simples";"1,1082 €"
"2016-05-02";"Gasóleo simples";"1,1230 €"
"2016-05-03";"Gasóleo simples";"1,1301 €"
"2016-05-04";"Gasóleo simples";"1,1303 €"
"2016-05-05";"Gasóleo simples";"1,1306 €"
"2016-05-06";"Gasóleo simples";"1,1309 €"
"2016-05-07";"Gasóleo simples";"1,1285 €"
"2016-05-08";"Gasóleo simples";"1,1284 €"
"2016-05-09";"Gasóleo simples";"1,1280 €"
"2016-05-10";"Gasóleo simples";"1,1230 €"
"2016-05-11";"Gasóleo simples";"1,1229 €"
"2016-05-12";"Gasóleo simples";"1,1212 €"
"2016-05-13";"Gasóleo simples";"1,1170 €"
"2016-05-14";"Gasóleo simples";"1,1108 €"
"2016-05-15";"Gasóleo simples";"1,1107 €"
"2016-05-16";"Gasóleo simples";"1,1153 €"
"2016-05-17";"Gasóleo simples";"1,1175 €"
"2016-05-18";"Gasóleo simples";"1,1184 €"
"2016-05-19";"Gasóleo simples";"1,1189 €"
"2016-05-20";"Gasóleo simples";"1,1186 €"
"2016-05-21";"Gasóleo simples";"1,1153 €"
"2016-05-22";"Gasóleo simples";"1,1157 €"
"2016-05-23";"Gasóleo simples";"1,1391 €"
"2016-05-24";"Gasóleo simples";"1,1489 €"
"2016-05-25";"Gasóleo simples";"1,1496 €"
"2016-05-26";"Gasóleo simples";"1,1498 €"
"2016-05-27";"Gasóleo simples";"1,1499 €"
"2016-05-28";"Gasóleo simples";"1,1459 €"
"2016-05-29";"Gasóleo simples";"1,1461 €"
"2016-05-30";"Gasóleo simples";"1,1570 €"
"2016-05-31";"Gasóleo simples";"1,1625 €"
"2016-06-01";"Gasóleo simples";"1,1631 €"
"2016-06-02";"Gasóleo simples";"1,1634 €"
"2016-06-03";"Gasóleo simples";"1,1624 €"
"2016-06-04";"Gasóleo simples";"1,1590 €"
"2016-06-05";"Gasóleo simples";"1,1592 €"
"2016-06-06";"Gasóleo simples";"1,1629 €"
"2016-06-07";"Gasóleo simples";"1,1643 €"
"2016-06-08";"Gasóleo simples";"1,1644 €"
"2016-06-09";"Gasóleo simples";"1,1648 €"
"2016-06-10";"Gasóleo simples";"1,1629 €"
"2016-06-11";"Gasóleo simples";"1,1602 €"
"2016-06-12";"Gasóleo simples";"1,1602 €"
"2016-06-13";"Gasóleo simples";"1,1634 €"
"2016-06-14";"Gasóleo simples";"1,1646 €"
"2016-06-15";"Gasóleo simples";"1,1648 €"
"2016-06-16";"Gasóleo simples";"1,1650 €"
"2016-06-17";"Gasóleo simples";"1,1641 €"
"2016-06-18";"Gasóleo simples";"1,1612 €"
"2016-06-19";"Gasóleo simples";"1,1608 €"
"2016-06-20";"Gasóleo simples";"1,1609 €"
"2016-06-21";"Gasóleo simples";"1,1576 €"
"2016-06-22";"Gasóleo simples";"1,1572 €"
"2016-06-23";"Gasóleo simples";"1,1567 €"
"2016-06-24";"Gasóleo simples";"1,1562 €"
"2016-06-25";"Gasóleo simples";"1,1523 €"
"2016-06-26";"Gasóleo simples";"1,1525 €"
"2016-06-27";"Gasóleo simples";"1,1581 €"
"2016-06-28";"Gasóleo simples";"1,1606 €"
"2016-06-29";"Gasóleo simples";"1,1559 €"
"2016-06-30";"Gasóleo simples";"1,1561 €"
"2016-07-01";"Gasóleo simples";"1,1557 €"
"2016-07-02";"Gasóleo simples";"1,1522 €"
"2016-07-03";"Gasóleo simples";"1,1522 €"
"2016-07-04";"Gasóleo simples";"1,1557 €"
"2016-07-05";"Gasóleo simples";"1,1560 €"
"2016-07-06";"Gasóleo simples";"1,1548 €"
"2016-07-07";"Gasóleo simples";"1,1548 €"
"2016-07-08";"Gasóleo simples";"1,1535 €"
"2016-07-09";"Gasóleo simples";"1,1498 €"
"2016-07-10";"Gasóleo simples";"1,1498 €"
"2016-07-11";"Gasóleo simples";"1,1510 €"
"2016-07-12";"Gasóleo simples";"1,1455 €"
"2016-07-13";"Gasóleo simples";"1,1447 €"
"2016-07-14";"Gasóleo simples";"1,1447 €"
"2016-07-15";"Gasóleo simples";"1,1416 €"
"2016-07-16";"Gasóleo simples";"1,1403 €"
"2016-07-17";"Gasóleo simples";"1,1404 €"
"2016-07-18";"Gasóleo simples";"1,1392 €"
"2016-07-19";"Gasóleo simples";"1,1343 €"
"2016-07-20";"Gasóleo simples";"1,1331 €"
"2016-07-21";"Gasóleo simples";"1,1324 €"
"2016-07-22";"Gasóleo simples";"1,1291 €"
"2016-07-23";"Gasóleo simples";"1,1256 €"
"2016-07-24";"Gasóleo simples";"1,1278 €"
"2016-07-25";"Gasóleo simples";"1,1317 €"
"2016-07-26";"Gasóleo simples";"1,1318 €"
"2016-07-27";"Gasóleo simples";"1,1315 €"
"2016-07-28";"Gasóleo simples";"1,1319 €"
"2016-07-29";"Gasóleo simples";"1,1296 €"
"2016-07-30";"Gasóleo simples";"1,1263 €"
"2016-07-31";"Gasóleo simples";"1,1273 €"
"2016-08-01";"Gasóleo simples";"1,1249 €"
"2016-08-02";"Gasóleo simples";"1,1169 €"
"2016-08-03";"Gasóleo simples";"1,1156 €"
"2016-08-04";"Gasóleo simples";"1,1154 €"
"2016-08-05";"Gasóleo simples";"1,1149 €"
"2016-08-06";"Gasóleo simples";"1,1093 €"
"2016-08-07";"Gasóleo simples";"1,1099 €"
"2016-08-08";"Gasóleo simples";"1,1070 €"
"2016-08-09";"Gasóleo simples";"1,1000 €"
"2016-08-10";"Gasóleo simples";"1,0991 €"
"2016-08-11";"Gasóleo simples";"1,0989 €"
"2016-08-12";"Gasóleo simples";"1,0980 €"
"2016-08-13";"Gasóleo simples";"1,0933 €"
"2016-08-14";"Gasóleo simples";"1,0948 €"
"2016-08-15";"Gasóleo simples";"1,1116 €"
"2016-08-16";"Gasóleo simples";"1,1163 €"
"2016-08-17";"Gasóleo simples";"1,1175 €"
"2016-08-18";"Gasóleo simples";"1,1178 €"
"2016-08-19";"Gasóleo simples";"1,1185 €"
"2016-08-20";"Gasóleo simples";"1,1133 €"
"2016-08-21";"Gasóleo simples";"1,1135 €"
"2016-08-22";"Gasóleo simples";"1,1373 €"
"2016-08-23";"Gasóleo simples";"1,1425 €"
"2016-08-24";"Gasóleo simples";"1,1438 €"
"2016-08-25";"Gasóleo simples";"1,1449 €"
"2016-08-26";"Gasóleo simples";"1,1448 €"
"2016-08-27";"Gasóleo simples";"1,1391 €"
"2016-08-28";"Gasóleo simples";"1,1389 €"
"2016-08-29";"Gasóleo simples";"1,1468 €"
"2016-08-30";"Gasóleo simples";"1,1512 €"
"2016-08-31";"Gasóleo simples";"1,1512 €"
"2016-09-01";"Gasóleo simples";"1,1513 €"
"2016-09-02";"Gasóleo simples";"1,1512 €"
"2016-09-03";"Gasóleo simples";"1,1461 €"
"2016-09-04";"Gasóleo simples";"1,1460 €"
"2016-09-05";"Gasóleo simples";"1,1465 €"
"2016-09-06";"Gasóleo simples";"1,1411 €"
"2016-09-07";"Gasóleo simples";"1,1400 €"
"2016-09-08";"Gasóleo simples";"1,1377 €"
"2016-09-09";"Gasóleo simples";"1,1370 €"
"2016-09-10";"Gasóleo simples";"1,1308 €"
"2016-09-11";"Gasóleo simples";"1,1320 €"
"2016-09-12";"Gasóleo simples";"1,1356 €"
"2016-09-13";"Gasóleo simples";"1,1377 €"
"2016-09-14";"Gasóleo simples";"1,1372 €"
"2016-09-15";"Gasóleo simples";"1,1374 €"
"2016-09-16";"Gasóleo simples";"1,1371 €"
